reviewID,saleID,sellerID,buyerID,comment,txnID,stars
2693,B0000AZJY6,AHUT55E980RDR,AGOUTH0IR4SU2,This router works like a charm and I cannot get my hands off this one. I needed a router to practice,2693,5
2694,B0000AZJY6,AHUT55E980RDR,A23BZ2NURE3RNX,I was looking for a way to connect multiple devices to my Yaesu FT-897 Amateur Radio. I had 3 device,2694,5
2695,B0000AZJY6,AHUT55E980RDR,A39H4YOMDY8OPK,Product is excellent. Priced fairly and arrived less than three days after purchase. Worked very wel,2695,5
2696,B0000AZJY6,AHUT55E980RDR,A3D0LCVZAQPFJP,I bought this to watch my 2 kittys while I am out for work. I check them on my iphone periodically. ,2696,5
2697,B0000AZJY6,AHUT55E980RDR,AM01P5NFY6PBV,I purchased this router looking for power with stable software.  It has provided me with both!  Rang,2697,5
2698,B0000AZJY6,AHUT55E980RDR,A1R4830GBU8UIM,"Works well on my 64-bit Windows 7 Pro machine. Installation was a breeze, and it has no problems con",2698,5
2699,B0000AZJY6,AHUT55E980RDR,A2S2VP5J3WCT6J,"I am using this antenna with a pair of Linksys WAP54G wireless APs, one acting as a repeater.  The m",2699,5
2700,B0000AZJY6,AHUT55E980RDR,ADKYXJYKEG1MZ,I can hardly believe broadband has not covered the US yet and so many still have to suffer with dial,2700,5
2701,B0000AZJY6,AHUT55E980RDR,A2YYAIDQJUXLEF,Excellent product.  made our small company much more efficient.  I would recommend this product to a,2701,5
2702,B0000AZJY6,AHUT55E980RDR,A16FX3ZJT4BFIC,"I researched reviews, tech specs, drives for the last two years before I settled on this product.

Q",2702,5
2703,B0000AZJY6,AHUT55E980RDR,A124PSAV4UV3BX,"This is a fine replacement for a Broadcom wifi adapter in a laptop.  It's connects faster, and the s",2703,5
2704,B0000AZJY6,AHUT55E980RDR,ATMI5EZI7OGSD,I own a prior NAS from QNAP (a TS409 purchased about 2 years ago).  I have had little to no problems,2704,5
2705,B0000AZJY6,AHUT55E980RDR,A3TWNH584UBMTO,outstanding product -- if you are having trouble connecting to the internet with a weak signal for w,2705,5
2706,B0000AZJY6,AHUT55E980RDR,A2RFR8NM3IK04J,I am using this to monitor  temperature in a data center. The readings are accurate and the email al,2706,5
2707,B0000AZJY6,AHUT55E980RDR,A3U5W4MQ7HA99U,"I have enjoyed the Netgear a lot.  I have had it for a year, but just put it into action last month.",2707,5
2708,B0000AZJY6,AHUT55E980RDR,A1RDZP8TF1THTO,"Did my homework on these network-through-your-household-wiring things, and was skeptical.  Found rev",2708,5
2709,B0000AZJY6,AHUT55E980RDR,A3TVV8KJK832AH,Two of these switches replaced two Linksys switches that continually needed to be re-booted.  The tw,2709,5
2710,B0000AZJY6,AHUT55E980RDR,AF3VQEJBU06UY,Attached the antenna to a linksys pci card.  Increased a weak and unstable 2 bar signal to a rock so,2710,5
2711,B0000AZJY6,AHUT55E980RDR,A8NGTT67DYJ2,Easy to order and check out. Great item and price. Shipping quick as expected. Thanks very professio,2711,5
2712,B0000AZJY6,AHUT55E980RDR,A3PA7O1N7JGTIT,"Works like a charm. I hooked up the ethernet cables, plugged in, the units automatically connected t",2712,5
2713,B0000AZJY6,AHUT55E980RDR,A2UN2PW5X9JHMI,I used two of these to WDS bridge two Asus wl-520gu routers together and it worked great! Very stabl,2713,5
2714,B0000AZJY6,AHUT55E980RDR,A2OPBRR9CJFGHT,This product is just as described and on testing performs as I had hoped it would. I am still in the,2714,5
2715,B0000AZJY6,AHUT55E980RDR,A2OA1J55AVD4EI,Once my IT expert set it up the NAS has run flawlessly.  Good peace of mine!  We have not expanded i,2715,5
2716,B0000AZJY6,AHUT55E980RDR,A1NHNED4X7LXRE,I needed a high speed router and purchased this one to replace an older Cisco-Linksys router.  I als,2716,5
2717,B0000AZJY6,AHUT55E980RDR,AK0ZV04YO0USO,I bought this item a week ago to share the printer on two machines. There is no problem in setting u,2717,5
2718,B0000AZJY6,AHUT55E980RDR,A1E7YKRTB8VYUG,"If you are going to record your phone calls and get caller id I recommend this modem.
I would also r",2718,5
2719,B0000AZJY6,AHUT55E980RDR,A37I2Q2RY7AUV2,Installed in new Win 7 machine where I needed a USB 2.0 internal port.  Installed in an open PCI slo,2719,5
2720,B0000AZJY6,AHUT55E980RDR,A1RSEFCEEXQRUA,"As an IT for a large corporation, I spend a lot of time testing out different vendor's products.  Th",2720,5
2721,B0000AZJY6,AHUT55E980RDR,A2U5308V40Z4OK,"I bought this router knowing that it was an old model, I needed an access point to set up a wireless",2721,5
2722,B0000AZJY6,AHUT55E980RDR,A3HAM42NXQMQ3P,USB hubs are mostly all the same and serve the same function. This stands out because of its clever ,2722,5
2723,B0000AZJY6,AHUT55E980RDR,A3MHA5M3B9B3EK,"Great product. Advanced knowledge needed to take full advantage of all the features.

Wish list: Mor",2723,5
2724,B0000AZJY6,AHUT55E980RDR,A3LFWI95DCDMN4,"The router was in excellent shape, and, the vendor communicated well.  Shipping was slow, but, that ",2724,5
2725,B0000AZJY6,AHUT55E980RDR,A387M0AZBG83LB,So far this product has performed flawlessly!! Very sorry I had not used US Robotics from the start.,2725,5
2726,B0000AZJY6,AHUT55E980RDR,A1WBZA4OM02MXU,I received my adapter before the wireless router (also EnGenius) and setup an ad hoc connection. Win,2726,5
2727,B0000AZJY6,AHUT55E980RDR,AR4NKM7NXG92G,Great 8-port switch.  I've owned it for over a year and it remains just warm to the touch. I have se,2727,5
2728,B0000AZJY6,AHUT55E980RDR,A1ANCHVK4Y21G0,this item is wonderful.  it enabled me to install things permanently instead of having to disconnect,2728,5
2729,B0000AZJY6,AHUT55E980RDR,A2EJAA0BBSLIKH,"This item came with WIDCOMM software.
After the installation, it worked very well.
I ordered several",2729,5
2730,B0000AZJY6,AHUT55E980RDR,A56R62VM06ZBK,These are great little switches I use them in the school district where I work and love them.  No pr,2730,5
2731,B0000AZJY6,AHUT55E980RDR,A3RS8UCBAAH6JC,All I can say is wow...had some trouble setting it up at first but with the Tech support and a littl,2731,5
2732,B0000AZJY6,AHUT55E980RDR,A14GFHILOY7XTW,"I'm very pleased with the size and quality of the product.  It's tiny, with just enough of the unit ",2732,5
2733,B0000AZJY6,AHUT55E980RDR,A28P7QWA1FUEHP,"I have owned the NV+ and this NVX is much better, read much faster.  It validated all the new disks ",2733,5
2734,B0000AZJY6,AHUT55E980RDR,A3LNEJE2SF870J,Great interface to work with (we have tried several others). Solid software and integration with sys,2734,5
2735,B0000AZJY6,AHUT55E980RDR,A2227KA3DAIPRZ,"This is a great switch. I wish, so bad I had found this before I wasted money on my netgear switches",2735,5
2736,B0000AZJY6,AHUT55E980RDR,A2NWOSRE9LD49T,A very good inexpensive 24 port switch. The body of the switch actually takes up the entire width of,2736,5
2737,B0000AZJY6,AHUT55E980RDR,A379MGJ04RHDTR,A nice little flying saucer shaped USB hub a little over 3.5 inch in diameter also comes with an ext,2737,5
2738,B0000AZJY6,AHUT55E980RDR,A2TYF5K1AW0O72,"If you don't like bells and whistles,  this is great, plenty of room for all conponents. Very good p",2738,5
2739,B0000AZJY6,AHUT55E980RDR,AN0LVTRNXKK3O,"I've used this modem since DSL came out, I still use it.

It's built like a tank and probably fair t",2739,5
2740,B0000AZJY6,AHUT55E980RDR,AHX935LEAJB0,"I bought it two month ago, my modem and router are like 50 yards away from my bedroom, I was trying ",2740,5
2741,B0000AZJY6,AHUT55E980RDR,A13LA6WF3JLEZR,Awesome throughput and very stable.  Once I upgraded the firmware it hasn't stalled or crashed on me,2741,5
2742,B0000AZJY6,AHUT55E980RDR,A3ULWD7PM5OFKU,Power and layout are the two big advantages to this USB hub.  This hub has the power to drive not on,2742,5
2743,B0000AZJY6,AHUT55E980RDR,A2G0N24AEIJNNO,"This switch have very good capabilites, vlan, trunk, LACP (Link aggregation or IEEE 802.1AX-2008), r",2743,5
2744,B0000AZJY6,AHUT55E980RDR,A1BEG723Q71PJF,This antenna is great.  I set it up at my house and it provides a good signal all the way to my gues,2744,5
2745,B0000AZJY6,AHUT55E980RDR,AX66F7XSJOSGL,This is a great little switch. I replaced a big 24 port gig switch with this to save some money on p,2745,5
2746,B0000AZJY6,AHUT55E980RDR,AD8ZGXUGRN6YU,"I am using this antenna on a RV mounted on a pole and attached to my rear
ladder. I am now able to p",2746,5
2747,B0000AZJY6,AHUT55E980RDR,A1V77R4UCY12AF,"Easy to install, although one quick tech call to answer a question was required and was answered pro",2747,5
2748,B0000AZJY6,AHUT55E980RDR,A3546LT0GSOAM0,I got a new home computer and was transferring files from my work laptop using my old 10T hub.  Afte,2748,5
2749,B0000AZJY6,AHUT55E980RDR,A2Z9H86XRXBVEI,"It's been working like a charm for the last 5 years, non-stop.
I just wish Snapgear cared about its ",2749,5
2750,B0000AZJY6,AHUT55E980RDR,A9VCUBEYV1C60,"This switch was purchased for use as our primary gigabit LAN switch fabric, and it has worked as adv",2750,5
2751,B0000AZJY6,AHUT55E980RDR,A3VTJA96JE1J0F,"Asant is the best. We love their products, just wished they made a 12-port unit in this family. We'r",2751,5
2752,B0000AZJY6,AHUT55E980RDR,A1QNYLBG73QRNF,"The new 2009 Mac Pros have no firewire 400 ports, and a number of the add-in cards in the market wor",2752,5
2753,B0000AZJY6,AHUT55E980RDR,A3QL0X6SQMBKET,Got this router about a year ago and it has been absolutely trouble-free ever since. I've had three ,2753,5
2754,B0000AZJY6,AHUT55E980RDR,AW0UV7Z8909P6,"First one I ever bought, so far so good.  Seems to work well and installation was easy, except that ",2754,5
2755,B0000AZJY6,AHUT55E980RDR,AZAIARFUW642T,"This is the perfect switch for someone looking for an affordable managed switch, quite and robust.",2755,5
2756,B0000AZJY6,AHUT55E980RDR,A59KQIXI6WC9Z,This modem is just GREAT!  I still use dial-up and this more than fits the bill (much faster than my,2756,5
2757,B0000AZJY6,AHUT55E980RDR,A1X2L1N2JXP678,"This wi fi gaming access point was so easy to set up. My Wii, DS and PSP connected to it with no pro",2757,5
2758,B0000AZJY6,AHUT55E980RDR,AWSD1RI7NZXQN,These things are bullet proof and blow the Cisco LinkSys gear out of the water.  If you need the abi,2758,5
2759,B0000AZJY6,AHUT55E980RDR,A1U20RFLIPSH78,We were struggling with how to share a limited resource that needed to be tested by several develope,2759,5
2760,B0000AZJY6,AHUT55E980RDR,AAHO1BZJSHNMM,"This is a great USB hub, it works perfectly! I love the blue illumination, so you can see that it's ",2760,5
2761,B0000AZJY6,AHUT55E980RDR,A1TKPBCD3A1814,"I don't have this exact model, I have Zoom's Model #3048, which is nearly identical. I've had it for",2761,5
2762,B0000AZJY6,AHUT55E980RDR,AIOBOYCO1TPKR,Arrived in several days and worked perfectly in my old Windows 2000 notebook.  Terrific product.  Th,2762,5
2763,B0000AZJY6,AHUT55E980RDR,A3RA7ZWPU69LZ7,"I bought this video splitter for a work tradeshow - it was excellent! Plug in all your sources, push",2763,5
2764,B0000AZJY6,AHUT55E980RDR,A2J8C4ZZ6VZ343,Far as I can tell the unit works just fine.  I have it connecting my home office and residential net,2764,5
2765,B0000AZJY6,AHUT55E980RDR,A2YNK2QNZ9V9AY,Bought this card to augment the number of Firewire ports in my new MacPro (only design flaw I find i,2765,5
2766,B0000AZJY6,AHUT55E980RDR,A2BTEQDVP0K16I,I needed to be able to switch a single computer between two completely different networks and I want,2766,5
2767,B0000AZJY6,AHUT55E980RDR,A19Z5DWI7LN1H2,"If you can find it, buy it.  Gigabit speed is outstanding.
Plug and play.",2767,5
2768,B0000AZJY6,AHUT55E980RDR,A27ORDOHS7TN8Z,After a long search I was finally able to locate this modem that is not only a fax and data modem bu,2768,5
2769,B0000AZJY6,AHUT55E980RDR,APU7YT7IBAR1H,"A great little hub for those of us still wired to each other, very fast, no set up issues, just plug",2769,5
2770,B0000AZJY6,AHUT55E980RDR,AFIYDMQDPNCCW,Item shipped quickly and arrived well packed. Extremely easy to set up and use. Good software & inst,2770,5
2771,B0000AZJY6,AHUT55E980RDR,A2MEV0Q2HYZN69,So far this matrix switch has been working great for us in a conference room environment.  Although ,2771,5
2772,B0000AZJY6,AHUT55E980RDR,A1NV2F2U3EAK25,"As with all Sonnet products I've used, this one works without a flaw.
Just installed it and started ",2772,5
2773,B0000AZJY6,AHUT55E980RDR,A2A8C5BMXMSEV3,Bought 3 wireless routers/APs.  This one works the best.  Very stable connection.  I have about 15 P,2773,5
2774,B0000AZJY6,AHUT55E980RDR,A37VWMG8U0OP41,Having tried a number of different wireless network adapters that connect to the computer via the US,2774,5
2775,B0000AZJY6,AHUT55E980RDR,A2E6P8E66HNRRC,"Easy to install on XP machine, drivers worked great.

Loaded quickly and easily, and worked!

What e",2775,5
2776,B0000AZJY6,AHUT55E980RDR,A1K0XNQWQFQ3LX,This was exactly what I needed.  The Company provided good communication in regards to receiving my ,2776,5
2777,B0000AZJY6,AHUT55E980RDR,A3NLO85W6QZ3DF,I did my research on this product and found it to be exactly what I was looking for. I have run out ,2777,5
2778,B0000AZJY6,AHUT55E980RDR,A2FKXQ9IZOVP7B,"This modem works with Linux, at least the distros that I've been experimenting with (not Ubuntu, whi",2778,5
2779,B0000AZJY6,AHUT55E980RDR,A2ONUO1GWM9JF7,"Installed the Lantronix USB device server in 10 minutes, just connected to ethernet, installed softw",2779,5
2780,B0000AZJY6,AHUT55E980RDR,A237IXVY43KS0G,"I've been using it for the last 1 year and enjoyed this antenna.
Thanks to this antenna, my wi-fi in",2780,5
2781,B0000AZJY6,AHUT55E980RDR,A3THAN78FL9VC3,"This little USB/Firewire Hub is tops.  Lots of ports, and it works like a charm.

This is one great ",2781,5
2782,B0000AZJY6,AHUT55E980RDR,AMYSPSELQTQFA,One of few that have 8 ports.  It was a great price.  It worked right away and got our system up in ,2782,5
2783,B0000AZJY6,AHUT55E980RDR,AQ76D1FI03WK2,"I bought this mouse about a year ago, it's been great. I love that I can charge it, I cannot tell yo",2783,5
2784,B0000AZJY6,AHUT55E980RDR,A3PWAWCFHRC4P7,The built in cable is just the right size.  The hub works like a charm.  After fussing with a USB 1.,2784,5
2785,B0000AZJY6,AHUT55E980RDR,A1UE58W89ARMKH,Have it plugged into my wan/router so people visiting can use both WiFi or Bluetooth.. Especially ha,2785,5
2786,B0000AZJY6,AHUT55E980RDR,AECAEHLBBKAHG,"This router is great. The setup and installation was very easy. I've tried other routers, but this i",2786,5
2787,B0000AZJY6,AHUT55E980RDR,A3I49HL6XR62DI,"If you ship VHS tapes, you must get these mailers. They make shipping so secure and easy. The only w",2787,5
2788,B0000AZJY6,AHUT55E980RDR,ARDE1OM974L7A,Plugged it in.  Set it up the same as my previously failed SMC Barricade Router.  Haven't had any tr,2788,5
2789,B0000AZJY6,AHUT55E980RDR,A3H6XJID8VD8C2,I like it !! It has nice features like web administration and it works pretty well. Great Product fo,2789,5
2790,B0000AZJY6,AHUT55E980RDR,A3F8WKYFSG339Z,Smallest 4 port hub that I could find.  I use it to recharge power on my road warrier devices (cell ,2790,5
2791,B0000AZJY6,AHUT55E980RDR,A8D55T859ZQ6H,"It works, what else can I say?  I purchased it as a replacement for an older DSL modem in the hopes ",2791,5
2792,B0000AZJY6,AHUT55E980RDR,A3PMFLZF8PGNMN,"Installation under Linux is a snap

I am the proud owner of te modem now for 2 months

And I hope it",2792,5
2793,B0000AZJY6,AHUT55E980RDR,A3UFWZLQ1RV8HJ,"I have owned this router for about 1 month. When i got it, i though ""Again standart router..."". But ",2793,5
2794,B0000AZJY6,AHUT55E980RDR,A2Z9H86XRXBVEI,"I am a computer geek. I have a lot of devices, many of those with ethernet ports. For instance, I ha",2794,5
2795,B0000AZJY6,AHUT55E980RDR,A3UZ2RCTUN4S9Z,"Finally, a sub $100.00 8 port switch/router/VPN/firewall with Stateful Packet Inspection and everyth",2795,5
2796,B0000AZJY6,AHUT55E980RDR,A3BXPR54JNE5WT,I am running a Intel Celeron 1.0 Ghz custom built PC which only has USB 1.0 built on the motherboard,2796,5
2797,B0000AZJY6,AHUT55E980RDR,A1FR68QH6Z4YZM,"This is my first modification on any type of computer. In fact, I did it incorrectly, and it still w",2797,5
2798,B000W3QKQS,A14HDK1OLFYMVM,AXD90E4DPP27L,"I've used Turbo Tax Deluxe Federal and State for the past 2 years with no issues. However, this year",2798,5
2799,B000W3QKQS,A14HDK1OLFYMVM,A3F8WHBAMXTL8W,"If ths following is your idea of good product support, then by all means, purchase Turbo Tax.  While",2799,1
2800,B000W3QKOA,AGWFBOF3Y2FRX,A2BKS36BUQIB32,"I have found that after using ""Turbo-Tax""  That they really have a flaw in their calculations!  Let ",2800,2
2801,B000W3QKOA,AGWFBOF3Y2FRX,ANZTN7BD7K6KW,"Hi!

I loaded this product and when attempting to load state the software asked for an ADDITIONAL $3",2801,3
2802,B000W3QKOA,AGWFBOF3Y2FRX,A1DSB4I8NJ5GX7,"TurboTax Deluxe 2007 is very similar to the 2006 version, although of course updated for this year's",2802,3
2803,B000W3RSGE,A2E6P8E66HNRRC,A1DSB4I8NJ5GX7,"TurboTax Deluxe 2007 is very similar to the 2006 version, although of course updated for this year's",2803,4
2804,B000W3RSGE,A2E6P8E66HNRRC,A361NBC6JJAOWC,ok,2804,5
2805,B000W3RSGE,A2E6P8E66HNRRC,A6U423ORF4SZL,"I have been using Tutbotax for years.  Now I have begun ordering the online, downloadable version wh",2805,5
2806,B000W3RSGE,A2E6P8E66HNRRC,A30RMQZADGBG6V,I have been using turbotax for years now. It really is a great product to have. It saves your past y,2806,5
2807,B000W3RSGE,A2E6P8E66HNRRC,A3GW8HX6UB0XML,"Typical outstanding turbo tax software. Easy to use and basically ""idiot"" proof. Only negative comme",2807,5
2808,B000W3RSGE,A2E6P8E66HNRRC,A2OZIY67Q6ND06,Good software at a fair price to do your taxes.  It caught things from last year that I missed and i,2808,5
2809,B000W3RSGE,A2E6P8E66HNRRC,A14WX0UI595VVZ,"I have been a beta tester for Quicken (Windows) for a number of years.  Each year I think ""I don't t",2809,5
2810,B000W3RSGE,A2E6P8E66HNRRC,A34YUJ0LVFWXRW,"A very easy to use program for doing your taxes.
A LOT better than Tax-cut, (I used to use Tax-Cut,
",2810,5
2811,B000W3RSGE,A2E6P8E66HNRRC,AAJOV2S9O7OO,I've used Turbotax for years with excellent results. This is the first year I had a problem and it w,2811,1
2812,B000W3RSGE,A2E6P8E66HNRRC,A16Y7ZZLEU6C7U,"Installed perfectly on Windows XP. Imported last years tax data perfectly.

Manually downloaded info",2812,5
2813,B000W3RSGE,A2E6P8E66HNRRC,A3NE5KEHD57Q6S,I have used TurboTax both online and software editions for over 5 years. The online version would no,2813,4
2814,B000W3RSGE,A2E6P8E66HNRRC,A2EZTM9WY5B5IL,This year's product is much easier to edit than previous years. Override is also easier. Editing a f,2814,5
2815,B000W3RSGE,A2E6P8E66HNRRC,A3FBTJCCNQXW2U,This is my first year filling out taxes with Turbo Tax. I choose this option because I tend to put i,2815,4
2816,B000W3RSGE,A2E6P8E66HNRRC,A11LNPG39A2ZV4,"I've been using TurboTax for about 5 years (and Quicken since its first version), and this version i",2816,4
2817,B000W3RSGE,A2E6P8E66HNRRC,A156FYYPJF7R7H,"I like turbo tax because it is easy, ecconimical and accurate.  I like it because you can import dat",2817,3
2818,B000W3RSGE,A2E6P8E66HNRRC,A17771LTRWSKQ5,I just bought a new computer that runs on Vista.  Installation of TurboTax was impossible.  I kept g,2818,1
2819,B000W3RSGE,A2E6P8E66HNRRC,A313H6238N589,"With the advent of various tax softwares, it no longer makes sense to do taxes on paper. Even if you",2819,4
2820,B000W3RSGE,A2E6P8E66HNRRC,A22I55P15NSAOX,If you are a State Farm customer you can do your taxes online for free with Turbotax if you log on f,2820,4
2821,B000W3RSGE,A2E6P8E66HNRRC,A2QK6CWANYGXTB,This year TurboTax has out done themselves. Everything worked great and it was really easy to use. I,2821,5
2822,B000W3RSGE,A2E6P8E66HNRRC,AX1EFGUXGMSQG,Easier to use this year by making access to current tax file much easier than last year.  Like the i,2822,5
2823,B000W3RSGE,A2E6P8E66HNRRC,A85WY5ZDT8GXW,"If you are smart enough to use a computer and you know English, you can get the PDF forms and instru",2823,1
2824,B000W3RSGE,A2E6P8E66HNRRC,A141W8WHW9AC3H,"While I found the software easy to use, I was quite irritated to find (at the very end) that to e-fi",2824,2
2825,B000W3RSGE,A2E6P8E66HNRRC,AS28WVBBZ3G99,"TURBOTAX is everything it is advertised to be.

I started using TurboTax in 2002 and have used it ev",2825,5
2826,B000W3RSGE,A2E6P8E66HNRRC,AD406JFNIV3MY,I have been a Beta Tester for Turbo Tax for several years.  Every year it has been improved in all r,2826,4
2827,B000W3RSGE,A2E6P8E66HNRRC,A9STHX3JV9O4N,"Well, I have been a Loyal TurboTax User since 1998 - I recommand any version. it is so easy to use a",2827,5
2828,B000W3RSGE,A2E6P8E66HNRRC,A3F8WHBAMXTL8W,"If ths following is your idea of good product support, then by all means, purchase Turbo Tax.  While",2828,1
2829,B000W3RSGE,A2E6P8E66HNRRC,A1HJYR6KFWM6BV,Yes there are still some minor bugs that undoubtedly will get fixed but this year's edition boasts t,2829,5
2830,B000W3RSGE,A2E6P8E66HNRRC,A20ZM879PCQQEZ,WARNING: TurboTax 2007 requires Microsoft .net software. Don't use TurboTax 2007 if you don't want t,2830,3
2831,B000W3T6S2,ABOTQXNUBA1MM,A680RUE1FDO8B,"Intuit is killing the TurboTax product. On one hand, they appear to be trying to make it entirely id",2831,3
2832,B000W3T6S2,ABOTQXNUBA1MM,A1V3PCKVCJ3TTZ,"After using the same accountant for 12 years, he died.  I used TurboTax for this year's taxes.  The ",2832,5
2833,B000W3T6S2,ABOTQXNUBA1MM,A3NRHAQEUZTW4G,TurboTax is a product I love to hate.  Of course Intuit is the monopoly and TurboTax is an Intuit pr,2833,2
2834,B000W3T6S2,ABOTQXNUBA1MM,A22RY8N8CNDF3A,"TurboTax makes tax preparation much less drudgery, assures mathematical accuracy, and last-minute re",2834,5
2835,B000W3T6S2,ABOTQXNUBA1MM,AS28WVBBZ3G99,"TURBOTAX is everything it is advertised to be.

I started using TurboTax in 2002 and have used it ev",2835,5
2836,B000W3T6S2,ABOTQXNUBA1MM,A3F8WHBAMXTL8W,"If ths following is your idea of good product support, then by all means, purchase Turbo Tax.  While",2836,1
2837,B000W3QKMW,A2CZXRWXCCN9JX,A3U52V5ZAHZZKU,Very basic. Does everything.....that a normal taxpayer would need done.  This makes 16 TurboTax year,2837,5
2838,B000W3QKMW,A2CZXRWXCCN9JX,AE95Z3K6GVIC3,"I have been using turbo tax to file my returns for past 3 years.  This year, I went to turbo tax sit",2838,1
2839,B000W3QKMW,A2CZXRWXCCN9JX,A3F8WHBAMXTL8W,"If ths following is your idea of good product support, then by all means, purchase Turbo Tax.  While",2839,1
2840,B000W3QKMW,A2CZXRWXCCN9JX,AWCZ9GY5SQLY1,"I had been using Turbo Tax for many years, then last year I tried Tax Cut.  I made a mistake in buyi",2840,5
2841,B000W3T6NM,A2Y03QL006JMF2,AS28WVBBZ3G99,"TURBOTAX is everything it is advertised to be.

I started using TurboTax in 2002 and have used it ev",2841,5
2842,B000W3T6NM,A2Y03QL006JMF2,A3F8WHBAMXTL8W,"If ths following is your idea of good product support, then by all means, purchase Turbo Tax.  While",2842,1
2843,B000W3T6NM,A2Y03QL006JMF2,A2NOZB6VZCTOI4,"I am a long time TurboTax user, and Premier this year shows progress from previous years in most are",2843,4
2844,B000W3T6NM,A2Y03QL006JMF2,A3M2Z5Y86RK8TI,"I thinks it's the best on the market,but,needs improvement. The 1099B section does not satisfy my re",2844,4
2845,B000W3T6NM,A2Y03QL006JMF2,AN9BUWRTR8BII,"Please read the UPDATE following the initial review.

1/28/08:  I'm using Turbo Tax ""Premiere"".  Or ",2845,1
2846,B000W5LT8A,A6U423ORF4SZL,A3R9H6OKZHHRJD,This game is a combination hidden-object/brain and offers up an engaging story and gorgeous scenery ,2846,5
2847,B000WCQCE4,A3CW4T7GIS1X9C,A7C77J4MH94B6,"Corel Painter Essentials does a great job mimicking natural media. The various watercolor, pen and c",2847,5
2848,B000WCQCE4,A3CW4T7GIS1X9C,A1MD9AEU9C4WJN,"I will not comment on the tool's reliability, since I have not used it long enough, but I definitely",2848,3
2849,B000WCQCE4,A3CW4T7GIS1X9C,A1HOLJW15Q5S5V,"I have children 14, 11, and 9, and I was looking for software that would appeal to their creative si",2849,5
2850,B000WCQCE4,A3CW4T7GIS1X9C,A1T6PXM2M3N84A,The installation of this program went smooth with no problems whatsoever (Windows XP with Service Pa,2850,5
2851,B000WCQCE4,A3CW4T7GIS1X9C,A2GCVTKDDOKRRX,"I have found this to be a wonderful and fun program.  There are a wide variety of paint brushes, pas",2851,5
2852,B000WCQCE4,A3CW4T7GIS1X9C,A1NU8K0Y5J5V3H,I love this software.  Painter 4 gives me the ability to be an artist using my own pictures.  I love,2852,4
2853,B000WCQCE4,A3CW4T7GIS1X9C,A1HF3OK0XXJ7JN,I love Corel Painter 4 Essentials!  I bought it and a Wacom Bamboo Fun Tablet back in 2007 before I ,2853,5
2854,B000WCQCE4,A3CW4T7GIS1X9C,A1YK56DPXS5DFX,Corel Painter Essentials 4 is user friendly program that allows you to transform digital photos into,2854,4
2855,B000WCQCE4,A3CW4T7GIS1X9C,A3OXHLG6DIBRW8,"We bought Corel ""Painter Essentials 4"" for my teenage son to see if he had any interest in digital a",2855,5
2856,B000WCQCE4,A3CW4T7GIS1X9C,A37MH7ICH80QOX,"This program is created by the makers of Corel Painter, which many consider to be the best painting ",2856,5
2857,B000WCQCE4,A3CW4T7GIS1X9C,A37G2MFUZN9IK,I love this program for photos editing and beyond and is easy to used compare to painter x and 11. a,2857,5
2858,B000WCQCE4,A3CW4T7GIS1X9C,A26PAN8REXYBYH,"I'm a cheapskate when it comes to PC applications, so I've spent much of my artistic career on bundl",2858,4
2859,B000WCQCE4,A3CW4T7GIS1X9C,A3GQSZ2RVVXDCZ,Corel Painter Essentials is a wonderful entry level drawing and painting program. It is just plain f,2859,4
2860,B000WCQCE4,A3CW4T7GIS1X9C,A376OJHLE6SU9Q,I loved the drawing functions within this program and found them somewhat easy to get the hang of --,2860,3
2861,B000WCQCE4,A3CW4T7GIS1X9C,A2V4P6IRCK1P70,"I'd love to tell you what I think of this program, but I can't get it installed. The documentation i",2861,3
2862,B000WEJYM4,A3KCKECEO3E2AN,A6VPK7X53QNAQ,"MS Outlook has been invaluable for emailing, calendar, reminders etc. for quite some time. Outlook 2",2862,3
2863,B000WEJYM4,A3KCKECEO3E2AN,A10G4BPT5MGBHY,"I'm mainly a Mac person. On my PC I don't own Office 2007 (I have the 2003 edition), and apparently ",2863,2
2864,B000WEJYM4,A3KCKECEO3E2AN,A14638TGYH7GD9,"Unlike most reviewers, I hadn't previously used Outlook. It seemed to be just an ordinary mail progr",2864,3
2865,B000WEJYM4,A3KCKECEO3E2AN,ARXU3FESTWMJJ,I'm a longtime user of Office 2003 with Outlook and was eager to try out this upgrade for Outlook as,2865,4
2866,B000WEJYM4,A3KCKECEO3E2AN,A2F2S1L61X1LA9,"Cosmetically, this version is not radically different from Outlook 2003 (which I upgraded from).  Th",2866,4
2867,B000WEJYM4,A3KCKECEO3E2AN,A3CG6YLYZJXQG4,"A year or so ago, I switched to Outlook, and while I can't say that I really liked it, I did find th",2867,4
2868,B000WEJYM4,A3KCKECEO3E2AN,A1MD9AEU9C4WJN,"The installation went flawlessly. I opted not to install Business Contact Manager.

The Outlook itse",2868,4
2869,B000WEJYM4,A3KCKECEO3E2AN,A3PPXVR5J6U2JD,"I was new to Vista when I received my new laptop, so I wasn't aware of the changing software landsca",2869,4
2870,B000WEJYM4,A3KCKECEO3E2AN,AYJZM89IFXUTR,"Very little change, less features (does not support animated gif's or stationary).

 Outlook 2007 no",2870,2
2871,B000WEJYM4,A3KCKECEO3E2AN,A3E4OLI1U8WA5W,Good stuff great quality s,2871,5
