txnID,buyerID,sellerID,saleID,txnStatus,txnquantity,txndate
2888,A3ULWD7PM5OFKU,A1MDDJ2XUPZZOE,B000WF100C,OK,2,"2009-01-31,"
2889,A3C08BZRVV500V,A1MDDJ2XUPZZOE,B000WF100C,OK,4,"2009-11-27,"
2890,A3NHUQ33CFH3VM,A1PMW3A3WBYS23,B000WMQYLA,OK,5,"2010-01-30,"
2891,AOVSHXKHUYMII,A1MDDJ2XUPZZOE,B000WMUHEU,OK,4,"2013-02-27,"
2892,ABOYCZON8UEGJ,A1MDDJ2XUPZZOE,B000WMUHEU,OK,8,"2012-01-16,"
2893,AKYDGCKCY7H9F,A1MDDJ2XUPZZOE,B000WMUHEU,OK,5,"2011-04-1,"
2894,A3TIACCF9FM8PB,A1MDDJ2XUPZZOE,B000WMUHEU,OK,8,"2010-07-16,"
2895,A3ETKAYC6QUMI0,A1MDDJ2XUPZZOE,B000WMUHEU,OK,7,"2010-05-29,"
2896,A2R0MYROYFQIXY,A1MDDJ2XUPZZOE,B000WMUHEU,OK,7,"2010-03-7,"
2897,A11KZ906QD08C5,A1MDDJ2XUPZZOE,B000WMUHEU,OK,2,"2009-07-9,"
2898,AAJOV2S9O7OO,A1MDDJ2XUPZZOE,B000WMUHEU,OK,9,"2009-04-21,"
2899,A2M3KEMN3U4IBO,A1MDDJ2XUPZZOE,B000WMUHEU,OK,9,"2009-03-13,"
2900,A1FV6SJ6Z27O1E,A1MDDJ2XUPZZOE,B000WMUHEU,OK,3,"2009-03-12,"
2901,A2PK64OVZA1U8Z,A1MDDJ2XUPZZOE,B000WMUHEU,OK,6,"2009-01-26,"
2902,AGTO21BHY08LF,A1MDDJ2XUPZZOE,B000WMUHEU,OK,3,"2008-09-16,"
2903,A2EZTM9WY5B5IL,A1MDDJ2XUPZZOE,B000WMUHEU,OK,2,"2008-06-4,"
2904,A1V0BPMQVY24VX,A1MDDJ2XUPZZOE,B000WMUHEU,OK,7,"2008-04-11,"
2905,A19RGDJPNZ7NZ,A1PMW3A3WBYS23,B000WPWYJS,OK,4,"2008-02-25,"
2906,ABXANRX4GPYRZ,A1PMW3A3WBYS23,B000WPWYJS,OK,8,"2008-02-11,"
2907,AE95Z3K6GVIC3,A1PMW3A3WBYS23,B000WPWYJS,OK,9,"2008-02-7,"
2908,A3TIACCF9FM8PB,A1PMW3A3WBYS23,B000WPWYJS,OK,8,"2008-02-2,"
2909,A3OH101U0CPUC7,A1PMW3A3WBYS23,B000WPWYJS,OK,1,"2007-12-20,"
2910,AVBRHXLYULLMX,AO0DSC1DYT834,B000WQ10LK,OK,7,"2007-12-27,"
2911,A3OH101U0CPUC7,AO0DSC1DYT834,B000WQ10LK,OK,10,"2007-12-16,"
2912,A2NSXY5L42ZUGO,AO0DSC1DYT834,B000WQ10LK,OK,5,"2009-05-12,"
2913,A1QVFHPY8418HC,AO0DSC1DYT834,B000WQ10LK,OK,2,"2008-04-13,"
2914,A2LKYBW6V90PMJ,AO0DSC1DYT834,B000WQ10LK,OK,7,"2008-03-23,"
2915,AAGB0XWYNI8SK,AO0DSC1DYT834,B000WQ10LK,OK,4,"2008-03-20,"
2916,A173GBQFXDGR72,AO0DSC1DYT834,B000WQ10LK,OK,8,"2008-03-4,"
2917,A1KZJ48K3NVTC5,AO0DSC1DYT834,B000WQ10LK,OK,8,"2008-02-23,"
2918,AF0YK383VWX49,AO0DSC1DYT834,B000WQ10LK,OK,2,"2008-01-26,"
2919,A2LHL3RYUYLCN8,A1BT6TL7UCIC5Y,B000WPYZEA,OK,3,"2008-01-14,"
2920,A2LKYBW6V90PMJ,A1BT6TL7UCIC5Y,B000WPYZEA,OK,9,"2008-04-1,"
2921,A16K26BEGNCXXQ,A1BT6TL7UCIC5Y,B000WPYZEA,OK,2,"2008-03-19,"
2922,A6R7WVAB8SRFJ,A1BT6TL7UCIC5Y,B000WPYZEA,OK,5,"2008-03-13,"
2923,A1U2H8AQQHWSNK,A1BT6TL7UCIC5Y,B000WPYZEA,OK,6,"2008-01-27,"
2924,A1E0XB78OUMY2T,A2N2XU3U2LYUZS,B000WR2F2M,OK,3,"2008-01-20,"
2925,A2VAD79S4A06DD,A2N2XU3U2LYUZS,B000WR2F2M,OK,5,"2013-04-5,"
2926,A24B990VP9QC6C,A2N2XU3U2LYUZS,B000WR2F2M,OK,4,"2012-10-17,"
2927,A3FY1GXS48WR8B,A2N2XU3U2LYUZS,B000WR2F2M,OK,7,"2011-03-6,"
2928,A13JDHPNAD2L0P,A2N2XU3U2LYUZS,B000WR2F2M,OK,3,"2010-08-3,"
2929,A105S56ODHGJEK,A2N2XU3U2LYUZS,B000WR2F2M,OK,9,"2010-05-17,"
2930,A2EF8N7ZE7ONWX,A2N2XU3U2LYUZS,B000WR2F2M,OK,7,"2009-11-19,"
2931,A15IH0ZQ87H51P,A2N2XU3U2LYUZS,B000WR2F2M,OK,3,"2009-09-30,"
2932,A2WM1KL9DQSQ18,A2N2XU3U2LYUZS,B000WR2F2M,OK,7,"2009-09-24,"
2933,AEM57NVIFQ8B9,A2N2XU3U2LYUZS,B000WR2F2M,OK,2,"2009-09-24,"
2934,AE12AEJFCOGGY,A2N2XU3U2LYUZS,B000WR2F2M,OK,5,"2009-09-9,"
2935,AX7317G153T8W,A2N2XU3U2LYUZS,B000WR2F2M,OK,1,"2009-07-23,"
2936,A3QU3O79AGNWCY,A2N2XU3U2LYUZS,B000WR2F2M,OK,9,"2009-07-23,"
2937,AG8E2F0G98ZTB,A2N2XU3U2LYUZS,B000WR2F2M,OK,4,"2009-07-10,"
2938,A1143YEAZYMYHJ,A2N2XU3U2LYUZS,B000WR2F2M,OK,3,"2009-07-2,"
2939,A1ZCSSCAGBCD49,A2N2XU3U2LYUZS,B000WR2F2M,OK,10,"2009-06-22,"
2940,A1C0SOX7DPXY65,A2N2XU3U2LYUZS,B000WR2F2M,OK,2,"2009-06-18,"
2941,A1GWG5CWLKJ7ET,A2N2XU3U2LYUZS,B000WR2F2M,OK,4,"2009-06-18,"
2942,ARADXCOUVBS09,A2N2XU3U2LYUZS,B000WR2F2M,OK,7,"2009-06-18,"
2943,A3ESYTN416ZLQ,A2N2XU3U2LYUZS,B000WR2F2M,OK,4,"2009-02-16,"
2944,A39O4B6IUNYTT8,A2N2XU3U2LYUZS,B000WR2F2M,OK,7,"2008-07-6,"
2945,A1E0XB78OUMY2T,A2F2Y0BJS7V49Y,B000WR2F3G,OK,7,"2008-01-20,"
2946,A225G2TFM76GYX,A2F2Y0BJS7V49Y,B000WR2F3G,OK,2,"2008-01-16,"
2947,A1P1PUMES75Y5P,A2N2XU3U2LYUZS,B000WR2F2M,OK,3,"2008-02-3,"
2948,ABOTQXNUBA1MM,A2F2Y0BJS7V49Y,B000WR2F3G,OK,7,"2009-10-27,"
2949,A2IMJ568SJ22UW,A2F2Y0BJS7V49Y,B000WR2F3G,OK,3,"2008-03-7,"
2950,A2I5LVVQ7WXEH6,A2F2Y0BJS7V49Y,B000WR2F3G,OK,10,"2008-02-8,"
2951,A1E0XB78OUMY2T,A1GNYKVAT4ZHT1,B000WS1590,OK,6,"2008-01-20,"
2952,A1RGW8ZYX0PAE1,A1GNYKVAT4ZHT1,B000WS1590,OK,4,"2009-07-25,"
2953,A1QBIFGNRTBJAJ,A3FBTJCCNQXW2U,B000WY1Q5M,OK,1,"2007-12-27,"
2954,A3DC6U3FJKZ8NV,A1WBEIH7Z37LN9,B000WY20ZM,OK,3,"2008-02-23,"
2955,A3OXHLG6DIBRW8,A1WBEIH7Z37LN9,B000WY20ZM,OK,5,"2010-10-20,"
2956,A5X444UZBWXW2,A1WBEIH7Z37LN9,B000WY20ZM,OK,4,"2009-05-18,"
2957,A225G2TFM76GYX,A3RZOPQ42Q50B1,B000X86ZAS,OK,4,"2008-01-16,"
2958,A2WM1KL9DQSQ18,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2008-01-15,"
2959,A1R9QOPV6HVEKF,A3RZOPQ42Q50B1,B000X86ZAS,OK,10,"2012-04-19,"
2960,A105S56ODHGJEK,A3RZOPQ42Q50B1,B000X86ZAS,OK,7,"2010-10-27,"
2961,A1V3PCKVCJ3TTZ,A3RZOPQ42Q50B1,B000X86ZAS,OK,4,"2010-09-4,"
2962,A3E0CV9614GQJV,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2010-08-19,"
2963,A13JDHPNAD2L0P,A3RZOPQ42Q50B1,B000X86ZAS,OK,6,"2010-08-4,"
2964,A37QUQPYFMR9Y9,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2010-07-31,"
2965,A1R0LNM873ALSV,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2010-05-7,"
2966,A193EJOOL5WHG4,A3RZOPQ42Q50B1,B000X86ZAS,OK,4,"2010-03-12,"
2967,AHROSV6WJOEGY,A3RZOPQ42Q50B1,B000X86ZAS,OK,1,"2010-01-18,"
2968,AAJIGWE242MSN,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2009-12-5,"
2969,A1C760KGFSRI6F,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2009-10-22,"
2970,A2J8DE8R94ZB02,A3RZOPQ42Q50B1,B000X86ZAS,OK,9,"2009-10-12,"
2971,A15IH0ZQ87H51P,A3RZOPQ42Q50B1,B000X86ZAS,OK,4,"2009-08-27,"
2972,A3OC42X7H74D1Y,A3RZOPQ42Q50B1,B000X86ZAS,OK,6,"2009-08-20,"
2973,A11EYMH9UV9XG7,A3RZOPQ42Q50B1,B000X86ZAS,OK,9,"2009-08-13,"
2974,A313H6238N589,A3RZOPQ42Q50B1,B000X86ZAS,OK,3,"2009-08-4,"
2975,AQZH7YTWQPOBE,A3RZOPQ42Q50B1,B000X86ZAS,OK,2,"2009-07-22,"
2976,A18U9BQQQ0U8F5,A3RZOPQ42Q50B1,B000X86ZAS,OK,2,"2009-07-20,"
2977,A3LDLV1GWQJLEQ,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2009-07-5,"
2978,A1JZFGZEZVWQPY,A3RZOPQ42Q50B1,B000X86ZAS,OK,8,"2009-06-25,"
2979,A1JUBRIZMO0RJV,A3RZOPQ42Q50B1,B000X86ZAS,OK,6,"2009-06-21,"
2980,A1YLJG0TWVI5JR,A3RZOPQ42Q50B1,B000X86ZAS,OK,2,"2009-06-18,"
2981,A1P3DDFL423B3C,A3RZOPQ42Q50B1,B000X86ZAS,OK,6,"2009-06-10,"
2982,A2D9VD96W8PADC,A3RZOPQ42Q50B1,B000X86ZAS,OK,1,"2009-05-26,"
2983,A20DZX38KRBIT8,A3RZOPQ42Q50B1,B000X86ZAS,OK,7,"2009-02-18,"
2984,A1VBDKF0GK5A10,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2008-11-11,"
2985,A3FKQQTSMHOCE0,A3RZOPQ42Q50B1,B000X86ZAS,OK,1,"2008-08-15,"
2986,A33XMCG1UFDSY2,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2008-07-13,"
2987,A3CN9CCJUNIPKT,A3RZOPQ42Q50B1,B000X86ZAS,OK,7,"2008-07-3,"
2988,A2VN32H7VP70IG,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2008-04-27,"
2989,AWC8CTW8N2XVE,A3RZOPQ42Q50B1,B000X86ZAS,OK,4,"2008-03-8,"
2990,A2YO5JDPKQKHU7,A3RZOPQ42Q50B1,B000X86ZAS,OK,10,"2008-02-23,"
2991,A1P1PUMES75Y5P,A3RZOPQ42Q50B1,B000X86ZAS,OK,9,"2008-01-31,"
2992,A1E0XB78OUMY2T,A3RZOPQ42Q50B1,B000X86ZAS,OK,5,"2008-01-20,"
2993,AL4WL29R6K4E8,AQZ4PHIEEV5N5,B000XB21JY,OK,7,"2015-02-8,"
2994,A3G5C3JE30FP89,AQZ4PHIEEV5N5,B000XB21JY,OK,7,"2012-12-18,"
2995,APHXWZJ22M17M,AQZ4PHIEEV5N5,B000XB21JY,OK,7,"2009-04-18,"
2996,A2KMV056844YV2,AQZ4PHIEEV5N5,B000XB21JY,OK,1,"2008-07-28,"
2997,A7R79JLQ5Q28M,A1YA56JGZHKNS2,B000XHE0Q0,OK,9,"2008-03-18,"
2998,A1E0XB78OUMY2T,A1YA56JGZHKNS2,B000XHE0Q0,OK,6,"2008-01-20,"
2999,A3RGHO0Q938FRS,A1YA56JGZHKNS2,B000XHE0Q0,OK,5,"2013-04-14,"
3000,A3CAG7WLTAKPI,A1YA56JGZHKNS2,B000XHE0Q0,OK,10,"2012-07-11,"
3001,A3KGLXW3EYDTUH,A1YA56JGZHKNS2,B000XHE0Q0,OK,6,"2011-06-3,"
3002,A119S8FMR47N2N,A1YA56JGZHKNS2,B000XHE0Q0,OK,1,"2011-02-18,"
3003,A14NA0W8ESGDSI,A1YA56JGZHKNS2,B000XHE0Q0,OK,4,"2011-01-24,"
3004,A3KZCNV1N8R9GC,A1YA56JGZHKNS2,B000XHE0Q0,OK,8,"2010-12-23,"
3005,ASQK4UT56QBTI,A1YA56JGZHKNS2,B000XHE0Q0,OK,9,"2010-09-8,"
3006,A13JDHPNAD2L0P,A1YA56JGZHKNS2,B000XHE0Q0,OK,7,"2010-08-4,"
3007,A21S26XYPGXJZX,A1YA56JGZHKNS2,B000XHE0Q0,OK,2,"2010-02-11,"
3008,A22TZUXUKA11SQ,A1YA56JGZHKNS2,B000XHE0Q0,OK,8,"2009-12-3,"
3009,A38NELQT98S4H8,A1YA56JGZHKNS2,B000XHE0Q0,OK,7,"2009-10-14,"
3010,A1LH6RF4UN9VI6,A1YA56JGZHKNS2,B000XHE0Q0,OK,7,"2009-08-20,"
3011,AG1OL1K3SFURN,A1YA56JGZHKNS2,B000XHE0Q0,OK,4,"2009-07-16,"
3012,A1GQRGB8FGSLIZ,A1YA56JGZHKNS2,B000XHE0Q0,OK,8,"2009-07-9,"
3013,A31HE83MU98GBV,A1YA56JGZHKNS2,B000XHE0Q0,OK,1,"2009-06-25,"
3014,A3Q1J68QY1MZQ9,A1YA56JGZHKNS2,B000XHE0Q0,OK,3,"2009-06-25,"
3015,A12E0Y0J6584RT,A1YA56JGZHKNS2,B000XHE0Q0,OK,3,"2009-06-25,"
3016,A1GWG5CWLKJ7ET,A1YA56JGZHKNS2,B000XHE0Q0,OK,6,"2009-06-18,"
3017,A1F1A0QQP2XVH5,A1YA56JGZHKNS2,B000XHE0Q0,OK,8,"2009-01-12,"
3018,A16UJ76AFPJGEX,A1MDDJ2XUPZZOE,B000XJLSKY,OK,1,"2008-03-16,"
3019,A32QOZWIKQDNZX,A1MDDJ2XUPZZOE,B000XJLSKY,OK,8,"2008-03-10,"
3020,A5AFEI7B2MHF3,A1MDDJ2XUPZZOE,B000XJLSKY,OK,4,"2008-01-6,"
3021,AVBRHXLYULLMX,A1MG5GVUOFFZY5,B000XS9YJW,OK,9,"2009-11-5,"
3022,APOGXH3A74CM3,A19RW25Q6206I3,B000XYUSMI,OK,8,"2012-01-10,"
3023,A1V3PCKVCJ3TTZ,A19RW25Q6206I3,B000XYUSMI,OK,10,"2010-11-18,"
3024,A3J7H61WESSUL2,A19RW25Q6206I3,B000XYUSMI,OK,1,"2009-08-31,"
3025,A1NU8K0Y5J5V3H,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,7,"2008-07-19,"
3026,AG1OL1K3SFURN,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,5,"2008-07-17,"
3027,A2F2S1L61X1LA9,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,7,"2008-07-17,"
3028,AHSTSNIWEQTI,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,8,"2008-07-10,"
3029,A14638TGYH7GD9,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,3,"2008-06-25,"
3030,A22TZUXUKA11SQ,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,7,"2008-05-21,"
3031,A1JMB7RDVEMN71,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,6,"2008-05-15,"
3032,AQ9JTZBF30IW0,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,3,"2008-05-15,"
3033,A16RI68PS6T5CA,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,5,"2008-05-15,"
3034,A3OH101U0CPUC7,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,10,"2008-05-10,"
3035,A3M1PA1C98XNGN,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,8,"2008-05-2,"
3036,ABK0V7DLYO5NU,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,7,"2008-04-24,"
3037,A6VPK7X53QNAQ,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,3,"2008-04-16,"
3038,A1GNYV0RA0EQSS,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,1,"2008-04-6,"
3039,A3KZCNV1N8R9GC,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,9,"2008-04-5,"
3040,A313H6238N589,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,2,"2008-03-31,"
3041,A1HRYC60VTMYC0,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,5,"2008-03-30,"
3042,A3MLKJ1HHA2SX0,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,6,"2008-03-27,"
3043,A1FRADBDXQPJJC,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,7,"2008-03-21,"
3044,ACYR6O588USK,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,4,"2008-03-20,"
3045,A2PNOU7NXB1JE4,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,6,"2008-03-20,"
3046,A680RUE1FDO8B,A33LKRMLTQUWQA,B000Y7Y6IQ,OK,5,"2008-03-19,"
3047,A1P5QZJB3QWL0B,A2QK6CWANYGXTB,B000Z3DXT2,OK,3,"2009-11-12,"
3048,A2VN32H7VP70IG,A2QK6CWANYGXTB,B000Z3DXT2,OK,9,"2009-09-14,"
3049,A1ODOGXEYECQQ8,A2QK6CWANYGXTB,B000Z3DXT2,OK,7,"2009-06-18,"
3050,AGVWTYW0ULXHT,A2F2Y0BJS7V49Y,B000Z3GSXK,OK,7,"2009-06-16,"
3051,AB094YABX21WQ,A19RW25Q6206I3,B000ZH8YM4,OK,1,"2010-01-7,"
3052,AL6CEWLV2JB90,A30LRB20LJ19OY,B000ZQAS0Q,OK,1,"2008-07-20,"
3053,A1W7R5ZAGVOSVQ,A2CZXRWXCCN9JX,B0010YBZ1I,OK,5,"2009-03-10,"
3054,A11KZ906QD08C5,A2E6P8E66HNRRC,B00111A1BU,OK,8,"2009-10-17,"
3055,A3RWFSU4Z23JYB,A2E6P8E66HNRRC,B00111A1BU,OK,5,"2013-11-23,"
3056,A20DZX38KRBIT8,A3FBTJCCNQXW2U,B00111DJQ4,OK,4,"2008-10-25,"
3057,A160SYE0A14IZ3,A3FBTJCCNQXW2U,B00111DJQ4,OK,7,"2015-04-12,"
3058,A1QA2NTJYW5W0C,A3FBTJCCNQXW2U,B00111DJQ4,OK,9,"2015-02-10,"
3059,A2RRMTLWP3N6TB,A3FBTJCCNQXW2U,B00111DJQ4,OK,7,"2014-08-28,"
3060,A1A4R14NDUIGFQ,A3FBTJCCNQXW2U,B00111DJQ4,OK,3,"2012-10-6,"
3061,A1HOBKH5U2K6UP,A3FBTJCCNQXW2U,B00111DJQ4,OK,6,"2012-09-14,"
3062,AT3NIL6Q0G44I,A3FBTJCCNQXW2U,B00111DJQ4,OK,8,"2012-08-6,"
3063,A32GW1R9MW0XOH,A3FBTJCCNQXW2U,B00111DJQ4,OK,4,"2012-01-2,"
3064,A7363DMO16VKJ,A3FBTJCCNQXW2U,B00111DJQ4,OK,7,"2010-10-21,"
3065,AOC10MBSLD8U2,A3FBTJCCNQXW2U,B00111DJQ4,OK,2,"2010-05-27,"
3066,A1RRMZKOMZ2M7J,A3FBTJCCNQXW2U,B00111DJQ4,OK,6,"2009-12-29,"
3067,A25KKXUQQ0OLWB,A14HDK1OLFYMVM,B00113O0PQ,OK,2,"2008-01-17,"
3068,A3JVPPZ2ZNT32,A14HDK1OLFYMVM,B00113O0PQ,OK,9,"2009-03-19,"
3069,AQMUXDDCLJSSV,A1YA56JGZHKNS2,B0011DM0IA,OK,9,"2009-04-3,"
3070,ABXANRX4GPYRZ,A3U7J61Z9UERWQ,B00123WD40,OK,10,"2008-10-26,"
3071,A11WHGA2YUTKT6,A3U7J61Z9UERWQ,B00123WD40,OK,5,"2008-07-30,"
3072,A1VLVWTLV3LVHR,A3U7J61Z9UERWQ,B00123WD40,OK,8,"2008-05-8,"
3073,A2UWPPU5GZLMQZ,A3U7J61Z9UERWQ,B00123WD40,OK,10,"2008-03-17,"
3074,A36PFPY4O3E1DV,A19RW25Q6206I3,B0012KZKZC,OK,9,"2010-09-12,"
3075,A3FBTJCCNQXW2U,A19RW25Q6206I3,B0012KZKZC,OK,3,"2010-08-16,"
3076,ATMQEI1LKR6VB,A19RW25Q6206I3,B0012KZKZC,OK,10,"2010-04-15,"
3077,A36PCKJ6A3YVMM,A19RW25Q6206I3,B0012KZKZC,OK,10,"2009-11-27,"
3078,A2GCVTKDDOKRRX,A19RW25Q6206I3,B0012KZKZC,OK,5,"2009-06-25,"
3079,A1WBEIH7Z37LN9,A19RW25Q6206I3,B0012KZKZC,OK,7,"2009-04-16,"
3080,A37G2MFUZN9IK,A19RW25Q6206I3,B0012KZKZC,OK,6,"2009-03-12,"
3081,A3KF4IP2MUS8QQ,A19RW25Q6206I3,B0012KZKZC,OK,8,"2008-11-26,"
3082,A14638TGYH7GD9,A19RW25Q6206I3,B0012KZKZC,OK,5,"2008-11-8,"
3083,A23ZNGL704AW7O,A19RW25Q6206I3,B0012KZKZC,OK,1,"2008-10-15,"
3084,A3CG6YLYZJXQG4,A19RW25Q6206I3,B0012KZKZC,OK,7,"2008-09-1,"
3085,A7C77J4MH94B6,A19RW25Q6206I3,B0012KZKZC,OK,1,"2008-08-28,"
3086,A2JCJJNY43QQIV,A19RW25Q6206I3,B0012KZKZC,OK,5,"2008-08-16,"
3087,A1IU7S4HCK1XK0,A19RW25Q6206I3,B0012KZKZC,OK,3,"2008-07-16,"
3088,AQ9JTZBF30IW0,A19RW25Q6206I3,B0012KZKZC,OK,7,"2008-07-10,"
3089,A1T6PXM2M3N84A,A19RW25Q6206I3,B0012KZKZC,OK,4,"2008-06-13,"
3090,A2BCDZO1XQLDH,A19RW25Q6206I3,B0012KZKZC,OK,7,"2008-06-12,"
3091,A3283O32S1PCR5,AI5OR1HSYXCCL,B0012RAVRC,OK,6,"2012-08-8,"
3092,A19TIVS3PM8JHC,A30LRB20LJ19OY,B0012VI1ES,OK,2,"2015-11-3,"
3093,A2NRBOWFEO19S8,A30LRB20LJ19OY,B0012VI1ES,OK,7,"2015-03-21,"
3094,AY3XPKRAMKKY7,A38Z11QP8B702T,B0012VKK8I,OK,9,"2012-02-15,"
3095,A3202C86H3AD1V,A38Z11QP8B702T,B0012VKK8I,OK,1,"2009-05-11,"
3096,A235X21ECO1W4R,A1WBEIH7Z37LN9,B0012VT0PM,OK,5,"2009-04-28,"
3097,AL1XV4L25FZ2S,A1WBEIH7Z37LN9,B0012VT0PM,OK,4,"2009-03-3,"
3098,A250AXLRBVYKB4,A1WBEIH7Z37LN9,B0012VT0PM,OK,7,"2009-02-9,"
3099,A20DZX38KRBIT8,A2SMRVTSGNNZF0,B001329LRW,OK,3,"2008-04-23,"
3100,A2XHUR8JIYJ06B,A2SMRVTSGNNZF0,B001329LRW,OK,2,"2009-05-26,"
3101,A2AV7Q95QGPTO0,A38Z11QP8B702T,B001327K8O,OK,7,"2008-03-2,"
3102,A18FH0NXY1G4UW,A38Z11QP8B702T,B001327K8O,OK,4,"2009-02-6,"
3103,APFBMDI5TJ8MQ,A38Z11QP8B702T,B001327K8O,OK,1,"2009-01-3,"
3104,A3VL4RXCWNSR3H,A38Z11QP8B702T,B001327K8O,OK,7,"2008-08-26,"
3105,A2J8DE8R94ZB02,A2N2XU3U2LYUZS,B0013A5GGE,OK,4,"2008-03-26,"
3106,A15R9AHDDZSJ44,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2009-10-13,"
3107,A2BB4DGBRVGKWW,A2N2XU3U2LYUZS,B0013A5GGE,OK,5,"2009-04-10,"
3108,A1FV6SJ6Z27O1E,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2009-02-26,"
3109,A3PPXVR5J6U2JD,A2N2XU3U2LYUZS,B0013A5GGE,OK,1,"2008-12-14,"
3110,A1JMB7RDVEMN71,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2008-11-20,"
3111,AUU9C6YZ98WB9,A2N2XU3U2LYUZS,B0013A5GGE,OK,10,"2008-11-11,"
3112,AUU9C6YZ98WB9,A2N2XU3U2LYUZS,B0013A5GGE,OK,2,"2008-11-11,"
3113,A1PCYAHFDDMGJZ,A2N2XU3U2LYUZS,B0013A5GGE,OK,8,"2008-11-4,"
3114,AYDFG3Z05EUZ8,A2N2XU3U2LYUZS,B0013A5GGE,OK,2,"2008-10-24,"
3115,AMUP8DYE7EAN2,A2N2XU3U2LYUZS,B0013A5GGE,OK,10,"2008-10-10,"
3116,A8G2W3PNBM0R2,A2N2XU3U2LYUZS,B0013A5GGE,OK,10,"2008-09-23,"
3117,A1L66FRXSW9MWZ,A2N2XU3U2LYUZS,B0013A5GGE,OK,7,"2008-08-27,"
3118,A9STHX3JV9O4N,A2N2XU3U2LYUZS,B0013A5GGE,OK,4,"2008-08-9,"
3119,A37QUQPYFMR9Y9,A2N2XU3U2LYUZS,B0013A5GGE,OK,1,"2008-07-29,"
3120,A11KZ906QD08C5,A2N2XU3U2LYUZS,B0013A5GGE,OK,9,"2008-07-17,"
3121,A1P4RH7KMJ1SV2,A2N2XU3U2LYUZS,B0013A5GGE,OK,10,"2008-07-17,"
3122,A3V6Z4RCDGRC44,A2N2XU3U2LYUZS,B0013A5GGE,OK,9,"2008-07-12,"
3123,A3D2VIUT2HWP0Z,A2N2XU3U2LYUZS,B0013A5GGE,OK,9,"2008-07-11,"
3124,A1WSFHRBY2ZD1R,A2N2XU3U2LYUZS,B0013A5GGE,OK,10,"2008-07-10,"
3125,A32Q5HN7RQN6GL,A2N2XU3U2LYUZS,B0013A5GGE,OK,8,"2008-07-10,"
3126,AQ9JTZBF30IW0,A2N2XU3U2LYUZS,B0013A5GGE,OK,5,"2008-07-10,"
3127,A9LNWA25IM2DX,A2N2XU3U2LYUZS,B0013A5GGE,OK,1,"2008-07-7,"
3128,A27R1FLUS2KTIX,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2008-06-30,"
3129,A1DSRM2P0WGQNS,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2008-06-26,"
3130,A20J0NBT6FWXXM,A2N2XU3U2LYUZS,B0013A5GGE,OK,1,"2008-06-22,"
3131,A3E0CV9614GQJV,A2N2XU3U2LYUZS,B0013A5GGE,OK,3,"2008-06-21,"
3132,A1LA4K5JF78BER,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2008-06-19,"
3133,A2PSC7LUNIDEAH,A2N2XU3U2LYUZS,B0013A5GGE,OK,6,"2008-06-8,"
3134,A37IBQNKHOX2VA,A2N2XU3U2LYUZS,B0013FBFG4,OK,2,"2015-02-14,"
3135,APFOCDQF9YXJT,A2N2XU3U2LYUZS,B0013FBFG4,OK,1,"2014-08-11,"
3136,A29ELKON8MT4M3,A2N2XU3U2LYUZS,B0013FBFG4,OK,7,"2013-03-1,"
3137,A3MLKJ1HHA2SX0,AHUT55E980RDR,B0013IRKCY,OK,1,"2008-11-14,"
3138,A20J0NBT6FWXXM,A1BT6TL7UCIC5Y,B0013MCZRK,OK,4,"2008-04-7,"
